50,1.698970004,0,14.243534,0,14.243534,82.096951
60,1.77815125,0.17175303,14.243606,0,14.501189,83.042028
70,1.84509804,0.32325698,14.24409,0,14.728887,83.875552
80,1.903089987,0.45332922,14.245268,0,14.925139,84.591197
90,1.954242509,0.5554058,14.247353,0,15.08031,85.153239
100,2,0.63655256,14.250426,0,15.205081,85.599414
110,2.041392685,0.70303979,14.254474,0,15.308842,85.964179
120,2.079181246,0.76552033,14.259511,0,15.407583,86.305968
130,2.113943352,0.79824347,14.265537,0,15.462685,86.484445
140,2.146128036,0.8420026,14.272499,0,15.535273,86.723786
150,2.176091259,0.86127088,14.280335,0,15.572007,86.828508
160,2.204119983,0.8859778,14.28881,0,15.617535,86.963378
170,2.230448921,0.90567078,14.297713,0,15.655973,87.071879
180,2.255272505,0.9147735,14.306877,0,15.678787,87.123146
190,2.278753601,0.92618279,14.316225,0,15.705247,87.187268
200,2.301029996,0.93351692,14.325627,0,15.725648,87.229027
210,2.322219295,0.93413111,14.335118,0,15.73606,87.233541
220,2.342422681,0.94580431,14.344535,0,15.762984,87.299108
230,2.361727836,0.95896507,14.353815,0,15.792001,87.373042
240,2.380211242,0.961119,14.363,0,15.804417,87.385864
250,2.397940009,0.95877495,14.371944,0,15.809845,87.373679
260,2.414973348,0.95880552,14.38067,0,15.818617,87.375144
270,2.431363764,0.95651978,14.389247,0,15.823766,87.364462
280,2.447158031,0.96409438,14.397585,0,15.843463,87.407872
290,2.462397998,0.96657909,14.405647,0,15.855252,87.423757
300,2.477121255,0.97333072,14.413376,0,15.873107,87.462702
310,2.491361694,0.98302858,14.420922,0,15.895197,87.51874
320,2.505149978,0.99154557,14.428246,0,15.915294,87.569677
330,2.51851394,0.99493924,14.435225,0,15.927362,87.592993
340,2.531478917,0.99392791,14.441909,0,15.93253,87.592387
350,2.544068044,0.99142928,14.448191,0,15.935065,87.58383
360,2.556302501,0.98351035,14.454247,0,15.929244,87.546362
370,2.568201724,0.98386159,14.460094,0,15.935618,87.553372
380,2.579783597,0.9874004,14.465723,0,15.946554,87.57739
390,2.591064607,0.99179902,14.471082,0,15.95851,87.607053
400,2.602059991,0.99995196,14.476368,0,15.976023,87.657398
410,2.612783857,0.98858214,14.481577,0,15.964181,87.59988
420,2.62324929,0.9861109,14.486622,0,15.965519,87.590698
430,2.633468456,0.98882325,14.491521,0,15.974486,87.609247
440,2.643452676,0.99009641,14.496262,0,15.981136,87.61971
450,2.653212514,0.97892753,14.500717,0,15.968841,87.561783
460,2.662757832,0.98239585,14.504826,0,15.978152,87.583097
470,2.672097858,0.98722384,14.50887,0,15.989436,87.611611
480,2.681241237,0.98893035,14.512785,0,15.995911,87.622297
490,2.69019608,0.98826162,14.516613,0,15.998736,87.619368
500,2.698970004,0.99948755,14.520198,0,16.019157,87.680721
510,2.707570176,1.0005612,14.523574,0,16.024143,87.685597
520,2.716003344,1.0016313,14.526785,0,16.028958,87.691503
530,2.72427587,0.99397823,14.529765,0,16.020461,87.648807
540,2.73239376,0.99626362,14.532521,0,16.026645,87.659269
550,2.740362689,0.99821856,14.535061,0,16.032117,87.668588
560,2.748188027,0.99246233,14.53737,0,16.025793,87.635972
570,2.755874856,1.0012975,14.539617,0,16.04129,87.684828
580,2.763427994,1.0033991,14.541744,0,16.046569,87.696848
590,2.770852012,0.99870447,14.543934,0,16.041719,87.671442
600,2.77815125,0.99436889,14.546065,0,16.037347,87.64814
610,2.785329835,1.0002889,14.548122,0,16.048282,87.680169
