96,1.982271233,0,7.226042,0,7.226042,49.385931
100,2,0.067590825,7.2260767,0,7.3274445,49.758079
110,2.041392685,0.23346545,7.2276318,0,7.5777663,50.680754
120,2.079181246,0.37582259,7.2336097,0,7.7972411,51.495928
130,2.113943352,0.48555965,7.2462071,0,7.9744142,52.167616
140,2.146128036,0.5559439,7.266506,0,8.1002702,52.662517
150,2.176091259,0.61787391,7.2947578,0,8.2214001,53.147461
160,2.204119983,0.65350903,7.3305316,0,8.3106169,53.524058
170,2.230448921,0.68168311,7.3725838,0,8.3949226,53.885279
180,2.255272505,0.72583051,7.4208975,0,8.5094453,54.35819
190,2.278753601,0.73878347,7.474576,0,8.5825497,54.678382
200,2.301029996,0.74965032,7.5322577,0,8.6565287,55.001382
210,2.322219295,0.75922015,7.5927381,0,8.7313613,55.320957
220,2.342422681,0.76533581,7.6545423,0,8.8023372,55.613703
230,2.361727836,0.76845089,7.7169439,0,8.8694107,55.882226
240,2.380211242,0.76702764,7.7790844,0,8.9294167,56.114752
250,2.397940009,0.76973445,7.8406482,0,8.9950399,56.361886
260,2.414973348,0.77098735,7.9008825,0,9.0571533,56.589593
270,2.431363764,0.77317785,7.9590607,0,9.1186166,56.805758
280,2.447158031,0.77666619,8.0146881,0,9.1794756,57.012046
290,2.462397998,0.78191634,8.0681296,0,9.2407908,57.217084
300,2.477121255,0.78247447,8.1184318,0,9.2919301,57.381565
310,2.491361694,0.79258754,8.1652673,0,9.3539325,57.582724
320,2.505149978,0.81087526,8.2101863,0,9.4262781,57.818961
330,2.51851394,0.82710605,8.2532178,0,9.4936513,58.034927
340,2.531478917,0.83611164,8.2934437,0,9.5473831,58.200443
350,2.544068044,0.85029773,8.331663,0,9.6068777,58.390605
360,2.556302501,0.86020967,8.3679147,0,9.6579946,58.546784
370,2.568201724,0.85857019,8.4024513,0,9.6900725,58.632086
380,2.579783597,0.86428881,8.4353946,0,9.7315921,58.748836
390,2.591064607,0.87338484,8.466768,0,9.776607,58.875178
400,2.602059991,0.88384985,8.4965721,0,9.8221058,59.002265
410,2.612783857,0.87751218,8.5250062,0,9.8410351,59.029751
420,2.62324929,0.87538015,8.5519168,0,9.8647483,59.079762
430,2.633468456,0.89124814,8.5775412,0,9.9141703,59.22678
440,2.643452676,0.89321223,8.601543,0,9.9411178,59.294367
450,2.653212514,0.89468231,8.6236744,0,9.9654539,59.353834
460,2.662757832,0.89882498,8.6445399,0,9.9925322,59.426335
470,2.672097858,0.9145315,8.664988,0,10.036536,59.562247
480,2.681241237,0.91926787,8.6856322,0,10.064283,59.638523
490,2.69019608,0.92681741,8.7057978,0,10.095771,59.724507
500,2.698970004,0.93040269,8.725011,0,10.120361,59.79164
510,2.707570176,0.93563754,8.7432722,0,10.146473,59.867061
520,2.716003344,0.93627003,8.7602176,0,10.164367,59.914402
530,2.72427587,0.93631529,8.7768083,0,10.181026,59.957752
540,2.73239376,0.95570525,8.7931448,0,10.226442,60.106797
550,2.740362689,0.94931503,8.8090459,0,10.23276,60.109268
560,2.748188027,0.94171183,8.8245538,0,10.236865,60.102911
570,2.755874856,0.94062959,8.8396506,0,10.250338,60.130261
580,2.763427994,0.93212727,8.8546714,0,10.252608,60.117447
590,2.770852012,0.9232696,8.8692568,0,10.253909,60.100738
600,2.77815125,0.9266867,8.8833911,0,10.273168,60.150608
610,2.785329835,0.93255072,8.8970718,0,10.295644,60.212167
620,2.792391689,0.93892514,8.9099597,0,10.318091,60.276151
630,2.799340549,0.95181306,8.9222254,0,10.349685,60.373939
640,2.806179974,0.96309091,8.9339633,0,10.378337,60.465187
650,2.812913357,0.96848033,8.9463722,0,10.398829,60.527795
660,2.819543936,0.96681055,8.9582129,0,10.408165,60.550765
670,2.826074803,0.96543017,8.9692854,0,10.417167,60.571225
680,2.832508913,0.96225666,8.9798339,0,10.422956,60.580243
690,2.838849091,0.96062905,8.990795,0,10.431477,60.598696
700,2.84509804,0.94918786,9.0023691,0,10.425892,60.561613
710,2.851258349,0.94902792,9.0137729,0,10.437056,60.583255
720,2.857332496,0.94572159,9.024707,0,10.443031,60.588581
730,2.86332286,0.95940649,9.0358155,0,10.474664,60.689734
740,2.86923172,0.97352432,9.0463862,0,10.506407,60.792193
750,2.875061263,0.98305711,9.0564589,0,10.530776,60.868056
760,2.880813592,0.97261155,9.0665094,0,10.525162,60.832749
770,2.886490725,0.97020122,9.0770981,0,10.532135,60.841175
780,2.892094603,0.9570324,9.0873735,0,10.522661,60.790666
790,2.897627091,0.95276366,9.0967639,0,10.52565,60.7863
800,2.903089987,0.97060231,9.1062555,0,10.561894,60.901569
810,2.908485019,0.97420486,9.1153095,0,10.576351,60.935196
820,2.913813852,0.98300889,9.1239903,0,10.598236,60.994872
830,2.919078092,0.98900352,9.1330176,0,10.616253,61.041528
840,2.924279286,0.99017431,9.1420304,0,10.627022,61.062062
850,2.929418926,0.98071964,9.1519059,0,10.622718,61.027564
860,2.934498451,0.97061897,9.1615699,0,10.617234,60.990764
870,2.939519253,0.96287625,9.1704717,0,10.614523,60.966929
880,2.944482672,0.97145956,9.179402,0,10.636326,61.034113
890,2.949390007,0.957427,9.18823,0,10.624109,60.976654
900,2.954242509,0.95839523,9.1967045,0,10.634036,60.998361
910,2.959041392,0.95880468,9.2047591,0,10.642705,61.015485
920,2.963787827,0.95910467,9.2125385,0,10.650934,61.030366
930,2.968482949,0.95591873,9.2200768,0,10.653694,61.021939
940,2.973127854,0.96176334,9.2277443,0,10.670127,61.063221
950,2.977723605,0.9663071,9.23567,0,10.684867,61.092835
960,2.982271233,0.97127718,9.2434648,0,10.700116,61.125839
970,2.986771734,0.96660659,9.2512417,0,10.700888,61.108221
980,2.991226076,0.96124985,9.2593753,0,10.700988,61.087863
990,2.995635195,0.96413336,9.266783,0,10.71272,61.110513
1000,3,0.96217181,9.2739733,0,10.716969,61.10507
1010,3.004321374,0.95787329,9.2811609,0,10.71771,61.086122
1020,3.008600172,0.96327061,9.2877428,0,10.732386,61.117325
1030,3.012837225,0.95624734,9.29486,0,10.72897,61.084683
1040,3.017033339,0.95350561,9.302137,0,10.732135,61.080077
1050,3.021189299,0.95369161,9.3093254,0,10.739603,61.094374
1060,3.025305865,0.96211266,9.3162854,0,10.759192,61.158917
1070,3.029383778,0.96495261,9.3223909,0,10.769557,61.190105
1080,3.033423755,0.96790817,9.3292203,0,10.780819,61.228122
1090,3.037426498,0.97117353,9.3352696,0,10.791765,61.263319
1100,3.041392685,0.9651824,9.3404412,0,10.787952,61.240866
1110,3.045322979,0.97146768,9.3455082,0,10.802445,61.282306
1120,3.049218023,0.97000137,9.3507347,0,10.805472,61.283092
1130,3.053078443,0.98072201,9.3557483,0,10.826564,61.35742
1140,3.056904851,0.9844275,9.3605398,0,10.836913,61.394774
1150,3.06069784,0.9906067,9.3656526,0,10.851292,61.447057
1160,3.064457989,0.97756779,9.3707865,0,10.836872,61.392614
1170,3.068185862,0.97809102,9.3752218,0,10.842092,61.41086
1180,3.071882007,0.98220729,9.3793327,0,10.852376,61.445837
1190,3.075546961,0.9743979,9.3836999,0,10.845031,61.416465
1200,3.079181246,0.97653837,9.3885483,0,10.853089,61.441338
1210,3.08278537,0.98578689,9.3936216,0,10.872033,61.507779
1220,3.086359831,0.98227378,9.3988182,0,10.871961,61.504834
1230,3.089905111,0.98929117,9.4042226,0,10.88789,61.561291
1240,3.093421685,0.98437051,9.4093493,0,10.885637,61.549869
1250,3.096910013,0.98679785,9.4148536,0,10.894781,61.578318
1260,3.100370545,0.99031309,9.4199091,0,10.905109,61.610324
1270,3.103803721,0.98995217,9.425099,0,10.909757,61.623429
1280,3.10720997,0.99486891,9.4306472,0,10.922679,61.667263
1290,3.11058971,0.99080585,9.4361473,0,10.922086,61.663695
1300,3.113943352,0.98987142,9.4421703,0,10.926707,61.680208
1310,3.117271296,0.98268171,9.448146,0,10.921901,61.665456
1320,3.120573931,0.9712346,9.4543899,0,10.910977,61.62774
1330,3.123851641,0.97171155,9.4608934,0,10.918196,61.653284
1340,3.127104798,0.97248292,9.4675403,0,10.925999,61.682435
1350,3.130333768,0.97704596,9.4746813,0,10.939984,61.735466
1360,3.133538908,0.99118156,9.4814359,0,10.967938,61.841957
1370,3.136720567,0.99302392,9.4880571,0,10.977322,61.879089
1380,3.139879086,0.99026672,9.4941663,0,10.979296,61.892776
1390,3.1430148,0.98693424,9.5001009,0,10.980233,61.901389
1400,3.146128036,0.9945951,9.5059267,0,10.997548,61.966535
1410,3.149219113,0.98877289,9.5113795,0,10.994269,61.952492
1420,3.152288344,0.98987595,9.5169663,0,11.00151,61.976724
1430,3.155336037,0.97494597,9.5226496,0,10.984803,61.911426
1440,3.158362492,0.97748596,9.5286299,0,10.994592,61.941376
1450,3.161368002,0.98518513,9.5347051,0,11.012214,62.002537
1460,3.164352856,0.97955888,9.5402659,0,11.009337,61.988721
1470,3.167317335,0.96319081,9.5450475,0,10.989571,61.915168
1480,3.170261715,0.97489473,9.5490738,0,11.01115,61.994742
1490,3.173186268,0.98647307,9.5527943,0,11.032235,62.072179
1500,3.176091259,0.98793497,9.5554672,0,11.0371,62.09473
1510,3.178976947,0.98941124,9.5581586,0,11.042006,62.119193
1520,3.181843588,0.99567668,9.5614956,0,11.054739,62.17238
1530,3.184691431,1.0002404,9.5644355,0,11.064523,62.214145
1540,3.187520721,0.99862707,9.5674062,0,11.065074,62.21909
1550,3.190331698,0.99613168,9.5708502,0,11.064776,62.215125
1560,3.193124598,0.99978381,9.5746668,0,11.07407,62.242869
1570,3.195899652,0.99382288,9.578823,0,11.069286,62.215084
1580,3.198657087,0.99743236,9.5828934,0,11.07877,62.236538
1590,3.201397124,0.99310734,9.5868258,0,11.076216,62.215056
1600,3.204119983,0.99982178,9.5908492,0,11.090309,62.254749
1610,3.206825876,1.0015841,9.5951469,0,11.09725,62.264363
1620,3.209515015,0.99249447,9.5995333,0,11.088004,62.214088
1630,3.212187604,0.99800951,9.6045459,0,11.101288,62.247035
1640,3.214843848,0.99113561,9.6097658,0,11.096199,62.212193
1650,3.217483944,0.98300134,9.6149398,0,11.089174,62.174253
1660,3.220108088,0.99005746,9.6202793,0,11.105096,62.223065
1670,3.222716471,0.9933267,9.6253337,0,11.115053,62.252175
1680,3.225309282,0.99746589,9.6298989,0,11.125826,62.287694
1690,3.227886705,0.98948616,9.6344508,0,11.11841,62.259011
1700,3.230448921,0.98965422,9.6386357,0,11.122847,62.274231
1710,3.23299611,0.98504079,9.6425711,0,11.119864,62.26346
1720,3.235528447,0.98848746,9.6463453,0,11.128807,62.294005
1730,3.238046103,0.99584087,9.6502771,0,11.143767,62.35269
1740,3.240549248,0.99531196,9.6539159,0,11.146612,62.367832
1750,3.243038049,0.99144357,9.6577808,0,11.144676,62.365774
1760,3.245512668,0.98523375,9.6618535,0,11.139435,62.352066
1770,3.247973266,0.97729235,9.6657202,0,11.131392,62.328563
1780,3.250420002,0.98642872,9.6697395,0,11.149114,62.397893
1790,3.252853031,0.97810025,9.673823,0,11.140707,62.372144
1800,3.255272505,0.97849481,9.6783145,0,11.14579,62.396967
1810,3.257678575,0.98622171,9.6826995,0,11.161763,62.460301
1820,3.260071388,0.97179537,9.6863558,0,11.143784,62.395341
1830,3.26245109,0.98085059,9.6896575,0,11.160666,62.456076
1840,3.264817823,0.97615897,9.6930808,0,11.157053,62.438983
1850,3.267171728,0.98177748,9.6962565,0,11.168655,62.47895
1860,3.269512944,0.99095762,9.6993983,0,11.185564,62.539066
1870,3.271841607,0.98873825,9.7023032,0,11.185141,62.535191
1880,3.274157849,0.98199701,9.7050858,0,11.177813,62.506844
1890,3.276461804,0.99208531,9.7082016,0,11.196059,62.570177
1900,3.278753601,0.99265193,9.7117335,0,11.200441,62.576928
1910,3.281033367,1.0031179,9.7152944,0,11.219698,62.639143
1920,3.283301229,0.99741229,9.7186631,0,11.21451,62.612054
1930,3.285557309,0.9974947,9.7223065,0,11.218276,62.61978
1940,3.28780173,1.0047688,9.726433,0,11.233312,62.671078
1950,3.290034611,0.9860782,9.7306035,0,11.209452,62.578503
1960,3.292256071,0.98776608,9.7346331,0,11.216013,62.599176
1970,3.294466226,0.98518291,9.7382134,0,11.215719,62.597013
1980,3.29666519,0.99554917,9.7419027,0,11.234955,62.668844
1990,3.298853076,0.98400785,9.7453305,0,11.221074,62.619084
